Membrane Name (abbreviation),Block A (x),Block B (1-x),Block A/B ratio,Polymer type,Conductivity Measuring Temperature [oC],Membrane Anion Conductivity [S/cm],Cluster No.,principal component 0_A,principal component 1_A,principal component 2_A,principal component 3_A,principal component 4_A,principal component 5_A,principal component 6_A,principal component 7_A,principal component 8_A,principal component 9_A,principal component 10_A,principal component 11_A,principal component 12_A,principal component 13_A,principal component 14_A,principal component 15_A,principal component 16_A,principal component 17_A,principal component 18_A,principal component 19_A,principal component 20_A,principal component 21_A,principal component 22_A,principal component 23_A,principal component 24_A,principal component 25_A,principal component 26_A,principal component 27_A,principal component 28_A,principal component 29_A,principal component 30_A,principal component 31_A,principal component 0_B,principal component 1_B,principal component 2_B,principal component 3_B,principal component 4_B,principal component 5_B,principal component 6_B,principal component 7_B,principal component 8_B,principal component 9_B,principal component 10_B,principal component 11_B,principal component 12_B,principal component 13_B,principal component 14_B,principal component 15_B,principal component 16_B,principal component 17_B,principal component 18_B,principal component 19_B,principal component 20_B,principal component 21_B,principal component 22_B,principal component 23_B,principal component 24_B,principal component 25_B,principal component 26_B,principal component 27_B,principal component 28_B,principal component 29_B,principal component 30_B,principal component 31_B
PAP-TP-80,0.8,0.2,4,1,80,0.1567,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,5.931732043,-3.14456372,0.67882492,-7.51815775,-3.620692565,-2.041103691,-0.144705536,6.97975434,3.189878196,-6.86863289,-4.866632358,-0.704766794,-2.287982447,3.521093971,-3.515164217,-0.74863524,1.328775522,-2.876653136,0.575974959,-0.752569794,-1.150220971,1.620870741,-1.07943685,0.787233512,1.020594714,0.8047177,-1.448977216,-1.681326175,1.076254507,-1.190458418,0.781624859,1.059289636
PAP-TP-85,0.85,0.15,5.667,1,80,0.16902,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,5.931732043,-3.14456372,0.67882492,-7.51815775,-3.620692565,-2.041103691,-0.144705536,6.97975434,3.189878196,-6.86863289,-4.866632358,-0.704766794,-2.287982447,3.521093971,-3.515164217,-0.74863524,1.328775522,-2.876653136,0.575974959,-0.752569794,-1.150220971,1.620870741,-1.07943685,0.787233512,1.020594714,0.8047177,-1.448977216,-1.681326175,1.076254507,-1.190458418,0.781624859,1.059289636
PAP-BP-60,0.6,0.4,1.5,1,80,0.12572,5,-15.82880757,-0.11934038,-7.642152051,-4.177730404,-10.33425396,0.153123594,6.472440349,6.628503219,1.398683766,-1.771475479,3.426788879,-0.635901143,-6.558173863,2.181044101,-4.514903666,-1.016460875,-0.004561019,-1.141686025,1.528129037,2.429828667,0.366568366,-1.092493302,-0.026646243,-0.505860971,1.127567301,-0.751929037,0.050573001,0.498479584,0.287134127,-0.354315194,-0.236445227,2.063335568,0.143044014,-7.679640343,0.559563268,-7.019288265,-2.375161018,-1.319673973,0.065456515,6.532835316,2.725276938,-4.94863289,-5.495368575,-1.431014955,-2.106036496,3.548293765,-5.151423006,-1.410263518,2.293211791,-2.294183182,1.313487128,-0.293270331,-1.181941175,2.458158018,-1.352688266,0.502503812,1.59986695,1.012654062,-0.528232995,-0.686239564,-0.751187346,-0.860142304,0.904466712,0.284434204
PAP-BP-70,0.7,0.3,2.333,1,80,0.1442,5,-15.82880757,-0.11934038,-7.642152051,-4.177730404,-10.33425396,0.153123594,6.472440349,6.628503219,1.398683766,-1.771475479,3.426788879,-0.635901143,-6.558173863,2.181044101,-4.514903666,-1.016460875,-0.004561019,-1.141686025,1.528129037,2.429828667,0.366568366,-1.092493302,-0.026646243,-0.505860971,1.127567301,-0.751929037,0.050573001,0.498479584,0.287134127,-0.354315194,-0.236445227,2.063335568,0.143044014,-7.679640343,0.559563268,-7.019288265,-2.375161018,-1.319673973,0.065456515,6.532835316,2.725276938,-4.94863289,-5.495368575,-1.431014955,-2.106036496,3.548293765,-5.151423006,-1.410263518,2.293211791,-2.294183182,1.313487128,-0.293270331,-1.181941175,2.458158018,-1.352688266,0.502503812,1.59986695,1.012654062,-0.528232995,-0.686239564,-0.751187346,-0.860142304,0.904466712,0.284434204
ABA-QA-1,0.502,0.498,1.007,1,80,0.04743,1,-17.79865279,4.173339099,-3.530731701,2.117775796,-0.084367255,-0.051890968,1.787628911,-2.193043535,-3.409395463,-2.081353174,-4.200739008,0.233123721,4.448758952,2.403212166,-1.367688655,0.875299437,-1.206647178,0.969731121,-1.368930002,-1.860862028,-2.020595825,3.187201816,1.130507856,-2.971084688,-2.251591366,-1.306250941,-4.08148359,0.580881806,0.20995956,0.190425932,1.727223024,-1.567679589,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
ABA-QA-2,0.567,0.433,1.309,1,80,0.07126,1,-17.79865279,4.173339099,-3.530731701,2.117775796,-0.084367255,-0.051890968,1.787628911,-2.193043535,-3.409395463,-2.081353174,-4.200739008,0.233123721,4.448758952,2.403212166,-1.367688655,0.875299437,-1.206647178,0.969731121,-1.368930002,-1.860862028,-2.020595825,3.187201816,1.130507856,-2.971084688,-2.251591366,-1.306250941,-4.08148359,0.580881806,0.20995956,0.190425932,1.727223024,-1.567679589,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
ABA-QA-3,0.725,0.275,2.636,1,80,0.10556107,1,-17.79865279,4.173339099,-3.530731701,2.117775796,-0.084367255,-0.051890968,1.787628911,-2.193043535,-3.409395463,-2.081353174,-4.200739008,0.233123721,4.448758952,2.403212166,-1.367688655,0.875299437,-1.206647178,0.969731121,-1.368930002,-1.860862028,-2.020595825,3.187201816,1.130507856,-2.971084688,-2.251591366,-1.306250941,-4.08148359,0.580881806,0.20995956,0.190425932,1.727223024,-1.567679589,24.63582706,-17.06287826,5.41096684,1.833454408,-0.017493546,-1.854181548,-1.69543148,-0.728769893,-4.509465023,-0.889214324,-0.652753278,1.479919859,2.029944633,0.221373735,0.126344601,0.453385722,-0.033013516,-1.010579564,-2.635910783,-0.174013108,0.710123212,0.778217256,-2.390441782,-2.70719813,-0.646380597,-1.120700488,0.84942626,-0.508029928,0.232775809,-0.024701485,-0.498393416,0.073453546
BPi,0.3,0.7,0.429,1,80,0.03982,3,-21.3893672,-0.441614392,10.01848741,-2.304814986,5.16669994,-4.180878222,7.513309145,-0.043459891,0.115641469,-1.102931586,-5.377127625,0.555840837,-0.422204417,-0.955968925,1.920225838,-2.971185177,-2.408091857,1.453101903,2.451670492,-0.026435482,-1.65319615,-0.120573459,1.234015311,-1.546811595,-0.072258419,0.17060138,-0.719595463,-1.179020888,-0.79647746,1.550645214,0.565868533,-1.631309189,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCPi,0.3,0.7,0.429,1,80,0.05282,3,-12.51824528,-4.441123718,5.958830805,-1.136173112,2.346157204,-11.67710249,7.821171909,-5.464768278,-2.876683334,2.438675638,-2.272590715,-3.459486585,0.047966826,3.749025694,4.10945937,-5.283449478,-0.59674629,-0.555732616,-0.866658525,1.395303055,-0.579882451,-1.210982251,-1.449862692,1.757604681,1.707737444,0.858952454,0.061530295,-1.558911732,-2.235512218,-2.475991715,-0.317873063,0.762294286,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
LSCPi,0.3,0.7,0.429,1,80,0.06485,3,-11.03885658,-1.428504576,-2.293597916,2.486748503,-1.804286553,-9.396434725,4.063820767,-5.856594951,-6.184238055,0.423711075,-0.459265561,-2.793545986,2.775647657,5.934778365,1.503276345,-2.591888628,0.506865433,0.186566785,-2.532225171,0.227537037,-0.95119371,1.312151,-2.575863134,0.403520395,2.308979968,0.366622444,0.23173214,-0.249163722,-0.579499294,-0.417414711,-0.543014533,-0.018652136,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
CQA-20,0.2,0.8,0.16,1,80,0.0114,3,-13.3754407,-3.551743651,6.690546367,0.059549437,0.946586935,-8.270772107,1.735405741,-6.924035507,-4.821067899,4.018929083,0.903220942,-4.436621417,-0.078159981,4.341800957,1.619917408,-2.109011392,0.055915595,-1.898029023,-0.823997708,2.583698219,0.097564918,-1.79102939,-3.042120222,1.862642883,1.600261834,0.011448952,-0.767907541,-1.096276084,-1.179634031,-1.622684907,-1.701818034,0.472224426,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
CQA-30,0.3,0.7,0.429,1,80,0.041,3,-13.3754407,-3.551743651,6.690546367,0.059549437,0.946586935,-8.270772107,1.735405741,-6.924035507,-4.821067899,4.018929083,0.903220942,-4.436621417,-0.078159981,4.341800957,1.619917408,-2.109011392,0.055915595,-1.898029023,-0.823997708,2.583698219,0.097564918,-1.79102939,-3.042120222,1.862642883,1.600261834,0.011448952,-0.767907541,-1.096276084,-1.179634031,-1.622684907,-1.701818034,0.472224426,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
LSCQA-14,0.14,0.86,0.163,1,80,0.0386,3,-12.33951507,-2.563030016,4.497626154,0.132540034,-4.897054302,-12.39744459,1.451141217,-7.148746396,-6.176309518,2.654161017,2.622179722,-4.331735,1.702275992,6.310763857,-0.287970904,-1.953240942,0.232566129,-1.138535829,-0.464442884,2.244532974,0.632732194,-0.452830369,-1.637500317,2.225594757,3.889541285,0.734460333,-0.11100911,-0.932678246,0.83018956,0.148021893,-1.059283179,0.49696851,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
LSCQA-20,0.2,0.8,0.16,1,80,0.0534,3,-12.33951507,-2.563030016,4.497626154,0.132540034,-4.897054302,-12.39744459,1.451141217,-7.148746396,-6.176309518,2.654161017,2.622179722,-4.331735,1.702275992,6.310763857,-0.287970904,-1.953240942,0.232566129,-1.138535829,-0.464442884,2.244532974,0.632732194,-0.452830369,-1.637500317,2.225594757,3.889541285,0.734460333,-0.11100911,-0.932678246,0.83018956,0.148021893,-1.059283179,0.49696851,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
LSCQA-30,0.3,0.7,0.429,1,80,0.089,3,-12.33951507,-2.563030016,4.497626154,0.132540034,-4.897054302,-12.39744459,1.451141217,-7.148746396,-6.176309518,2.654161017,2.622179722,-4.331735,1.702275992,6.310763857,-0.287970904,-1.953240942,0.232566129,-1.138535829,-0.464442884,2.244532974,0.632732194,-0.452830369,-1.637500317,2.225594757,3.889541285,0.734460333,-0.11100911,-0.932678246,0.83018956,0.148021893,-1.059283179,0.49696851,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCCQA4-20,0.2,0.8,0.16,1,80,0.0098,3,-11.66619727,-0.580630832,-0.879003279,3.01552249,-2.793176607,-7.574154655,-0.08297325,-7.043336704,-6.660977019,2.170454964,0.84890988,-3.635583791,2.166146754,5.207708638,-0.548858722,-0.239023827,1.620354551,-1.007983836,-1.614002455,0.683940352,-0.168000619,0.321650431,-3.193835518,0.989390542,2.044242165,0.1005163,-0.993003627,0.498024298,-0.489920832,-0.445536787,-0.379813861,0.198443929,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCCQA4-30,0.3,0.7,0.429,1,80,0.0225,3,-11.66619727,-0.580630832,-0.879003279,3.01552249,-2.793176607,-7.574154655,-0.08297325,-7.043336704,-6.660977019,2.170454964,0.84890988,-3.635583791,2.166146754,5.207708638,-0.548858722,-0.239023827,1.620354551,-1.007983836,-1.614002455,0.683940352,-0.168000619,0.321650431,-3.193835518,0.989390542,2.044242165,0.1005163,-0.993003627,0.498024298,-0.489920832,-0.445536787,-0.379813861,0.198443929,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCCQA4-40,0.4,0.6,0.667,1,80,0.0322,3,-11.66619727,-0.580630832,-0.879003279,3.01552249,-2.793176607,-7.574154655,-0.08297325,-7.043336704,-6.660977019,2.170454964,0.84890988,-3.635583791,2.166146754,5.207708638,-0.548858722,-0.239023827,1.620354551,-1.007983836,-1.614002455,0.683940352,-0.168000619,0.321650431,-3.193835518,0.989390542,2.044242165,0.1005163,-0.993003627,0.498024298,-0.489920832,-0.445536787,-0.379813861,0.198443929,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCCQA18-20,0.2,0.8,0.16,1,80,0.0213,3,-4.957644175,12.26227495,-4.138936173,10.45912777,-3.573355388,-1.642577199,3.419086821,-9.378355281,-2.390454336,-1.594162167,-2.518436149,-1.651254046,5.813909714,0.88707356,0.693917105,0.346124216,2.283891283,-1.689723005,-1.873402242,-2.410026277,-0.542895982,0.159729737,-4.973950928,0.236076955,-1.445939854,1.787231275,2.376382544,1.804939365,-1.759476237,-0.707804794,1.632020717,0.948272488,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
SCCQA18-30,0.3,0.7,0.429,1,80,0.0386,3,-4.957644175,12.26227495,-4.138936173,10.45912777,-3.573355388,-1.642577199,3.419086821,-9.378355281,-2.390454336,-1.594162167,-2.518436149,-1.651254046,5.813909714,0.88707356,0.693917105,0.346124216,2.283891283,-1.689723005,-1.873402242,-2.410026277,-0.542895982,0.159729737,-4.973950928,0.236076955,-1.445939854,1.787231275,2.376382544,1.804939365,-1.759476237,-0.707804794,1.632020717,0.948272488,-26.04572566,-3.928148436,-8.428213298,6.481532131,-3.836049867,1.327097737,-5.11548675,0.652087973,1.048135368,-0.492079558,0.474540208,0.054710979,0.120788103,-0.193895354,0.684312836,0.370102459,-1.002973799,-0.231939375,-0.0845506,-0.17273624,-0.021539686,-0.528514416,-0.202313521,-0.188354777,0.012832802,0.192577181,0.103976387,-0.072701304,0.075083025,0.095272231,0.139294027,0.01368345
OH-QAPPT,0.5,0.5,1,0,80,0.137,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,-2.392996793,11.55162018,6.558303898,-3.966310879,-1.794053047,-2.301229337,-2.259528709,10.56183229,-3.298938393,5.587744474,4.610309021,-3.058635761,-1.765617084,1.314764243,-0.545961728,5.810499745,5.959783146,-1.783739715,-3.126380197,-4.235546603,-1.434451067,-3.156665284,3.334949039,-1.896703554,-5.109712823,0.252665004,-2.729155559,-1.371389137,0.749339227,-0.202870952,0.699352395,-1.437395081
PTP,0.5,0.5,1,0,80,0.12085,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,-2.392996793,11.55162018,6.558303898,-3.966310879,-1.794053047,-2.301229337,-2.259528709,10.56183229,-3.298938393,5.587744474,4.610309021,-3.058635761,-1.765617084,1.314764243,-0.545961728,5.810499745,5.959783146,-1.783739715,-3.126380197,-4.235546603,-1.434451067,-3.156665284,3.334949039,-1.896703554,-5.109712823,0.252665004,-2.729155559,-1.371389137,0.749339227,-0.202870952,0.699352395,-1.437395081
PDTP-25,0.75,0.25,3,1,80,0.16496,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,-8.131042689,11.30466005,8.664655509,-1.619963668,-0.243472293,-2.22676035,-2.421876394,10.00780514,-3.91127773,6.923213423,4.589107733,-2.808950058,-0.282203603,1.101983896,0.000162988,5.680193264,8.079322377,-0.683250499,-3.136461525,-4.97944521,-1.204638635,-0.335975368,4.227411311,-2.44354985,-4.874158816,1.678334208,-2.284626772,-0.235392281,-0.337598854,1.908657959,-0.040209584,-1.61843473
PDTP-50,0.5,0.5,1,1,80,0.1578,5,-10.21490645,-0.580521662,-9.170472599,-4.711840901,-10.15940674,1.767558919,8.185820585,5.094601953,0.894260436,-4.075609244,4.264398099,-0.37723237,-5.415248813,1.472895601,-3.931093537,0.11321378,0.927891421,-1.43208318,0.333217411,0.731589909,1.024940672,-0.531242472,-0.475755809,-1.201233724,0.31623912,-1.042122692,0.654050957,1.112432586,0.593726088,-0.495593127,0.231631426,1.656529905,-8.131042689,11.30466005,8.664655509,-1.619963668,-0.243472293,-2.22676035,-2.421876394,10.00780514,-3.91127773,6.923213423,4.589107733,-2.808950058,-0.282203603,1.101983896,0.000162988,5.680193264,8.079322377,-0.683250499,-3.136461525,-4.97944521,-1.204638635,-0.335975368,4.227411311,-2.44354985,-4.874158816,1.678334208,-2.284626772,-0.235392281,-0.337598854,1.908657959,-0.040209584,-1.61843473
PDPF-TMA,0.89,0.11,8.091,1,80,0.107,6,14.99833213,1.635826493,-1.005795373,1.126052443,-2.82698188,15.43751276,8.100314879,-0.956718446,2.243142183,4.966394281,-1.136795869,-5.952842301,6.478394053,4.458577023,-4.279354223,2.576011475,5.640098715,2.330384249,0.154764087,-1.666017297,2.368650348,-5.405647653,0.243427109,-6.468698411,1.029714332,0.012364486,-1.012055727,-5.580521989,1.181243342,-0.001790057,1.823809449,1.170476696,30.75913084,20.10803961,9.265191917,-1.17191051,-11.86637353,10.26576501,3.088356785,8.535736929,1.282815498,-13.98263426,-15.40362208,-1.657183303,-0.870309941,0.614454914,3.441600933,5.270665756,-5.615221597,4.212922168,-1.331501149,-1.600292006,2.577942956,-2.767568062,0.819398439,1.057442944,-2.371266558,-0.632913618,0.658175666,3.008759051,-0.268781436,1.086613434,-0.470583687,-1.175389997
PDPF-Pip,0.89,0.11,8.091,1,80,0.075,6,17.66771865,4.6400772,-7.091609622,4.061883013,0.079914545,15.83074747,11.78737501,-0.6565536,2.289455902,3.304532003,-4.416109815,-4.856604575,7.066416769,5.988717675,-2.614044886,1.907193281,3.61009558,5.180620398,-0.207358363,-3.126648248,1.0871467,-3.500570814,-0.483538835,-7.342974821,0.52414179,-0.344875406,-0.1284225,-4.719997276,0.42317051,-0.601375021,2.458031185,1.73989123,30.75913084,20.10803961,9.265191917,-1.17191051,-11.86637353,10.26576501,3.088356785,8.535736929,1.282815498,-13.98263426,-15.40362208,-1.657183303,-0.870309941,0.614454914,3.441600933,5.270665756,-5.615221597,4.212922168,-1.331501149,-1.600292006,2.577942956,-2.767568062,0.819398439,1.057442944,-2.371266558,-0.632913618,0.658175666,3.008759051,-0.268781436,1.086613434,-0.470583687,-1.175389997
PDPF-Qui,0.89,0.11,8.091,1,80,0.1,6,19.76664654,4.874655624,-11.17177008,3.845371963,1.557598179,20.07944922,18.34276131,3.882120963,4.613839551,5.206209484,-7.716539041,-4.763051142,7.540854415,15.59408844,3.439426442,4.074973772,-1.844560572,25.62423371,-2.069688061,-3.268399931,8.126026697,-6.412756748,0.102936361,8.587311866,0.294336552,-2.502434666,0.490201836,0.703817133,1.134027546,2.09353258,-1.302015574,-0.089193527,30.75913084,20.10803961,9.265191917,-1.17191051,-11.86637353,10.26576501,3.088356785,8.535736929,1.282815498,-13.98263426,-15.40362208,-1.657183303,-0.870309941,0.614454914,3.441600933,5.270665756,-5.615221597,4.212922168,-1.331501149,-1.600292006,2.577942956,-2.767568062,0.819398439,1.057442944,-2.371266558,-0.632913618,0.658175666,3.008759051,-0.268781436,1.086613434,-0.470583687,-1.175389997
PES-PPH-Pi(OH)-100,0.996,0.004,249,1,80,0.056,4,15.31007863,-9.858671452,-10.28308519,-7.829447974,-0.594470385,2.383306741,-1.479202404,0.494622723,3.684799436,-0.19091395,-5.604067155,0.24784612,2.171672722,1.139364712,6.40677801,2.633306159,0.621732386,-1.433148775,1.090889971,2.240276568,-2.06864357,1.05243997,1.879574247,3.025888949,2.194442871,2.441635054,0.820958392,-0.295213824,-1.26440026,-1.019578951,3.047976348,0.384742465,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
PES-PPH-Pi(OH)-80,0.797,0.203,3.926,1,80,0.053,4,15.31007863,-9.858671452,-10.28308519,-7.829447974,-0.594470385,2.383306741,-1.479202404,0.494622723,3.684799436,-0.19091395,-5.604067155,0.24784612,2.171672722,1.139364712,6.40677801,2.633306159,0.621732386,-1.433148775,1.090889971,2.240276568,-2.06864357,1.05243997,1.879574247,3.025888949,2.194442871,2.441635054,0.820958392,-0.295213824,-1.26440026,-1.019578951,3.047976348,0.384742465,3.372965698,3.005454959,-2.194321757,-8.981618787,2.949847928,-8.713087426,-0.287564881,-0.922425562,-0.259380777,-0.571497705,0.314066227,-1.092274895,-1.771270396,0.346839725,0.276560245,0.490466514,-0.761299509,-2.925096901,0.005239532,1.399538598,0.138431331,-0.136508249,-1.514143421,1.487687727,0.066741698,0.825851143,-0.676885716,0.335957877,1.42436616,1.48020426,-0.894330428,-0.854689123
